celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,week_total_score,week_rank,week_percent,week_num,is_valid,is_eliminated,judge_score_std,age_zscore,remaining_weeks,cumulative_rank,elimination_risk,weeks_participated,relative_performance,predicted_fan_vote_score,elimination_prob,judge_rank,fan_rank,combined_rank,rank_eliminated,rank_placement,judge_percent,fan_percent,combined_percent,pct_eliminated,pct_placement,methods_agree,rank_correct,pct_correct
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,week5,39.0,5.0,0.0869565217391304,5,True,0,2.4513619878866586,0.9620590034047052,6,5.4,0.8333333333333334,5,1.2481251225239058,85.59143898160846,0.1440856101839154,2.0,4.0,6.0,False,2.0,0.09042750181144835,0.09754291265263702,0.18797041446408536,False,3.0,True,True,True
Jessie James Decker,Alan Bersten,Singer/Rapper,Unknown,Italy,34,31,Eliminated Week 6,10,week5,36.0,7.0,0.0802675585284281,5,True,0,2.4513619878866586,-0.3629973230867311,6,10.0,1.1666666666666667,5,0.024315658713819,65.88321183134099,0.3411678816865901,5.0,8.0,13.0,False,7.0,0.08347154013364463,0.0750827472163491,0.15855428734999372,False,8.0,True,True,True
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,week5,35.5,9.0,0.0791527313266443,5,True,0,2.4513619878866586,-0.5286293638981606,6,7.2,1.5,5,-0.1796525852545287,60.5385357913712,0.3946146420862879,8.0,9.0,17.0,False,9.0,0.08231221318734401,0.06899177276462341,0.15130398595196742,False,9.0,True,True,True
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,week5,35.0,10.0,0.0780379041248606,5,True,1,2.4513619878866586,-1.1911575271438788,6,10.0,1.6666666666666667,5,-0.3836208292228765,56.1531811606109,0.4384681883938909,9.0,10.0,19.0,False,10.0,0.08115288624104339,0.06399407359296905,0.14514695983401243,False,10.0,True,False,False
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,week5,40.0,4.0,0.0891861761426978,5,True,1,2.4513619878866586,0.9620590034047052,6,5.6,0.6666666666666666,5,1.6560616104606014,86.18795587667303,0.1381204412332697,1.0,3.0,4.0,False,1.0,0.0927461557040496,0.09822272357862938,0.19096887928267897,False,1.0,True,False,False
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,week5,38.5,6.0,0.0858416945373467,5,True,0,2.4513619878866586,0.1338987993475574,6,5.0,1.0,6,1.044156878555558,83.97206587113553,0.1602793412886447,3.0,5.0,8.0,False,4.0,0.08926817486514774,0.09569742002222534,0.18496559488737307,False,5.0,True,True,True
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,week5,36.0,7.0,0.0802675585284281,5,True,0,2.4513619878866586,0.0510827789418427,6,8.4,1.1666666666666667,5,0.024315658713819,67.05016913614095,0.3294983086385904,5.0,7.0,12.0,False,6.0,0.08347154013364463,0.07641265141945425,0.15988419155309888,False,7.0,True,True,True
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,week5,31.0,12.0,0.0691192865105908,5,True,0,2.4513619878866586,-0.3629973230867311,6,12.0,2.0,5,-2.015366780969659,52.02345525313415,0.4797654474686585,12.0,12.0,24.0,True,12.0,0.07187827067063843,0.0592876976018037,0.13116596827244212,True,12.0,True,False,False
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,week5,34.5625,2.0,0.0914158305462653,5,True,0,2.4513619878866586,0.9620590034047052,6,1.6666666666666667,0.3333333333333333,6,-0.5620930426951809,82.84594305862612,0.1715405694137388,10.0,6.0,16.0,False,8.0,0.08013847516303035,0.0944140521942776,0.17455252735730797,False,6.0,True,True,True
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,week6,40.0,1.0,0.1159420289855072,6,True,0,3.171049598406741,-1.6880536495781673,5,1.0,0.2,7,1.7344414930512009,91.7308972380194,0.0826910276198059,1.0,4.0,5.0,False,2.0,0.11594202898550725,0.12396497464143683,0.23990700362694406,False,1.0,True,True,True
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,week6,34.0,5.0,0.0985507246376811,6,True,0,3.171049598406741,-0.5286293638981606,5,6.833333333333333,1.0,6,-0.157676499368291,62.13114144522416,0.3786885855477583,5.0,7.0,12.0,False,7.0,0.09855072463768116,0.08396391625512718,0.18251464089280833,False,7.0,True,True,True
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,week6,37.0,2.0,0.1072463768115942,6,True,0,3.171049598406741,-0.6114453843038754,5,1.5714285714285714,0.4,7,0.788382496841455,96.31141705833714,0.0368858294166286,2.0,1.0,3.0,False,1.0,0.1072463768115942,0.13015508114281468,0.23740145795440887,False,2.0,True,True,True
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,week6,36.0,3.0,0.1043478260869565,6,True,0,3.171049598406741,0.9620590034047052,5,5.0,0.6,6,0.473029498104873,93.25162728625082,0.0674837271374916,3.0,3.0,6.0,False,4.0,0.10434782608695652,0.12602008657799973,0.23036791266495626,False,4.0,True,True,True
Jessie James Decker,Alan Bersten,Singer/Rapper,Unknown,Italy,34,31,Eliminated Week 6,10,week6,32.0,9.0,0.0927536231884058,6,True,1,3.171049598406741,-0.3629973230867311,5,9.833333333333334,1.8,6,-0.788382496841455,42.04470960682287,0.5795529039317713,9.0,10.0,19.0,True,9.0,0.0927536231884058,0.05681914727915844,0.14957277046756423,True,10.0,True,True,True
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,week6,34.0,5.0,0.0985507246376811,6,True,0,3.171049598406741,-0.5286293638981606,5,6.833333333333333,1.0,6,-0.157676499368291,62.13114144522416,0.3786885855477583,5.0,7.0,12.0,False,7.0,0.09855072463768116,0.08396391625512718,0.18251464089280833,False,7.0,True,True,True
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,week6,36.0,3.0,0.1043478260869565,6,True,0,3.171049598406741,0.1338987993475574,5,4.714285714285714,0.6,7,0.473029498104873,93.50854300581126,0.0649145699418873,3.0,2.0,5.0,False,2.0,0.10434782608695652,0.12636728203361222,0.23071510812056872,False,3.0,True,True,True
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,week6,34.0,5.0,0.0985507246376811,6,True,0,3.171049598406741,0.0510827789418427,5,7.833333333333333,1.0,6,-0.157676499368291,67.54983348737085,0.3245016651262916,5.0,6.0,11.0,False,6.0,0.09855072463768116,0.091286727236159,0.18983745187384016,False,6.0,True,True,True
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,week6,28.0,10.0,0.081159420289855,6,True,0,3.171049598406741,-0.3629973230867311,5,11.666666666666666,2.0,6,-2.049794491787783,50.94703205032529,0.4905296794967471,10.0,9.0,19.0,False,9.0,0.08115942028985507,0.06884973031264997,0.15000915060250503,False,9.0,True,True,True
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,week6,34.0,5.0,0.0985507246376811,6,True,0,3.171049598406741,0.9620590034047052,5,2.142857142857143,1.0,7,-0.157676499368291,80.36797272937334,0.1963202727062666,5.0,5.0,10.0,False,5.0,0.09855072463768116,0.1086091382659146,0.20715986290359578,False,5.0,True,True,True
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,week7,39.0,1.0,0.1198156682027649,7,True,0,2.39791576165636,-1.6880536495781673,4,1.0,0.25,8,1.181581679656758,90.54688601965152,0.0945311398034847,1.0,1.0,2.0,False,1.0,0.11981566820276497,0.1398698718824198,0.2596855400851848,False,1.0,True,True,True
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,week7,36.5,4.0,0.1121351766513056,7,True,0,2.39791576165636,-0.5286293638981606,4,6.428571428571429,1.0,7,0.1390096093713841,70.90352661958622,0.2909647338041378,4.0,6.0,10.0,False,6.0,0.11213517665130568,0.10952631968084366,0.22166149633214932,False,6.0,True,True,True
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,week7,35.5,6.0,0.1090629800307219,7,True,0,2.39791576165636,-0.6114453843038754,4,2.125,1.5,8,-0.2780192187427653,89.39665127955307,0.1060334872044692,6.0,2.0,8.0,False,4.0,0.10906298003072197,0.138093077640182,0.24715605767090398,False,3.0,True,True,True
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,week7,35.0,7.0,0.1075268817204301,7,True,0,2.39791576165636,0.9620590034047052,4,5.285714285714286,1.75,7,-0.4865336327998402,53.1589750290949,0.468410249709051,7.0,7.0,14.0,False,7.0,0.10752688172043011,0.08211589987872751,0.18964278159915762,False,7.0,True,True,True
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,week7,34.5,8.0,0.1059907834101382,7,True,1,2.39791576165636,-0.5286293638981606,4,7.0,2.0,7,-0.6950480468569149,46.92329827499655,0.5307670172500345,8.0,9.0,17.0,True,8.0,0.10599078341013825,0.07248350557963888,0.17847428898977713,False,8.0,False,True,False
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,week7,36.5,4.0,0.1121351766513056,7,True,0,2.39791576165636,0.1338987993475574,4,4.625,1.0,8,0.1390096093713841,75.42339596855854,0.2457660403144146,4.0,5.0,9.0,False,5.0,0.11213517665130568,0.116508266543476,0.2286434431947817,False,5.0,True,True,True
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,week7,39.0,1.0,0.1198156682027649,7,True,0,2.39791576165636,0.0510827789418427,4,6.857142857142857,0.25,7,1.181581679656758,80.7769006868089,0.192230993131911,1.0,4.0,5.0,False,2.0,0.11981566820276497,0.12477794926786143,0.2445936174706264,False,4.0,True,True,True
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,week7,31.5,9.0,0.0967741935483871,7,True,0,2.39791576165636,-0.3629973230867311,4,11.285714285714286,2.25,7,-1.946134531199364,51.428536120816105,0.4857146387918389,9.0,8.0,17.0,False,8.0,0.0967741935483871,0.07944285082048845,0.17621704436887553,True,9.0,False,True,False
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,week7,38.0,3.0,0.1167434715821812,7,True,0,2.39791576165636,0.9620590034047052,4,2.25,0.75,8,0.7645528515426085,88.80701880849139,0.1119298119150861,3.0,3.0,6.0,False,3.0,0.11674347158218126,0.1371822587063623,0.2539257302885436,False,2.0,True,True,True
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,week8,36.5,1.0,0.143312101910828,8,True,0,3.6118864351964577,-1.6880536495781673,3,1.0,0.3333333333333333,9,0.1804900940045095,88.3312717650198,0.116687282349802,4.0,2.0,6.0,False,2.0,0.1272731675424365,0.1626313178703515,0.289904485412788,False,2.0,True,True,True
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,week8,39.0,5.0,0.1242038216560509,8,True,0,3.6118864351964577,-0.5286293638981606,3,6.25,1.6666666666666667,8,0.8726491762055588,59.44870812973156,0.4055129187026844,2.0,5.0,7.0,False,3.0,0.13599050778506913,0.10945412146388736,0.2454446292489565,False,5.0,True,True,True
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,week8,40.0,4.0,0.1273885350318471,8,True,0,3.6118864351964577,-0.6114453843038754,3,2.333333333333333,1.3333333333333333,9,1.1495128090859783,92.86434026030643,0.0713565973969357,1.0,1.0,2.0,False,1.0,0.1394774438821222,0.17097738703310733,0.3104548309152295,False,1.0,True,True,True
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,week8,35.0,7.0,0.1114649681528662,8,True,1,3.6118864351964577,0.9620590034047052,3,5.5,2.333333333333333,8,-0.23480535531612,52.83773199927126,0.4716226800072873,5.0,7.0,12.0,False,7.0,0.12204276339685691,0.09728230802768632,0.21932507142454322,False,7.0,True,False,False
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,week8,33.72222222222222,3.0,0.1337579617834395,8,True,0,3.6118864351964577,0.1338987993475574,3,4.444444444444445,1.0,9,-0.5885755528855455,73.72186809844021,0.2627813190155978,7.0,4.0,11.0,False,6.0,0.11758723393951134,0.1357331817502658,0.25332041568977715,False,4.0,True,True,True
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,week8,39.0,5.0,0.1242038216560509,8,True,0,3.6118864351964577,0.0510827789418427,3,6.625,1.6666666666666667,8,0.8726491762055588,54.61855022103551,0.4538144977896449,2.0,6.0,8.0,False,4.0,0.13599050778506913,0.10056106546552214,0.23655157325059128,False,6.0,True,True,True
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,week8,29.0,8.0,0.0923566878980891,8,True,1,3.6118864351964577,-0.3629973230867311,3,10.875,2.6666666666666665,8,-1.8959871525986385,36.62604911843413,0.6337395088156587,8.0,8.0,16.0,True,8.0,0.10112114681453858,0.06743413196133816,0.16855527877587673,True,8.0,True,True,True
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,week8,34.5625,1.0,0.143312101910828,8,True,0,3.6118864351964577,0.9620590034047052,3,2.111111111111111,0.3333333333333333,9,-0.3559331947013037,84.68962207514178,0.1531037792485821,6.0,3.0,9.0,False,5.0,0.1205172288543962,0.1559264864278413,0.2764437152822375,False,3.0,True,True,True
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,week1,18.0,5.0,0.0779220779220779,1,True,1,3.5027461753930687,-0.0935601012865737,11,5.0,0.4545454545454545,1,0.4282354258317544,12.07925219541336,0.8792074780458664,5.0,6.0,11.0,False,6.0,0.07792207792207792,0.05274495418208301,0.13066703210416092,False,6.0,True,False,False
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,week1,13.0,11.0,0.0562770562770562,1,True,0,3.5027461753930687,0.6576523907954067,11,11.0,1.0,1,-0.9992159936074272,3.358502343533365,0.9664149765646664,11.0,12.0,23.0,False,11.0,0.05627705627705628,0.014665150570939277,0.07094220684799556,False,12.0,True,True,True
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,week1,21.0,2.0,0.0909090909090909,1,True,0,3.5027461753930687,-0.0935601012865737,11,2.0,0.1818181818181818,1,1.2847062774952631,43.24436712587223,0.5675563287412777,2.0,2.0,4.0,False,2.0,0.09090909090909091,0.18882974920859766,0.27973884011768857,False,2.0,True,True,True
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,week1,16.0,8.0,0.0692640692640692,1,True,1,3.5027461753930687,1.955201240755191,11,8.0,0.7272727272727273,1,-0.1427451419439181,5.352499194820693,0.9464750080517932,8.0,9.0,17.0,False,8.0,0.06926406926406926,0.02337208630329392,0.09263615556736318,False,8.0,True,False,False
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,week1,22.0,1.0,0.0952380952380952,1,True,0,3.5027461753930687,-0.8447725933685541,11,1.0,0.0909090909090909,1,1.5701965613830997,67.80084636615085,0.3219915363384915,1.0,1.0,2.0,False,1.0,0.09523809523809523,0.2960574443877399,0.39129553962583513,False,1.0,True,True,True
Harry Jowsey,Rylee Arnold,TV Personality,Unknown,Australia,26,32,Eliminated Week 9,6,week1,12.0,12.0,0.0519480519480519,1,True,1,3.5027461753930687,-0.9130646381032796,11,12.0,1.0909090909090908,1,-1.2847062774952631,7.05520726234401,0.92944792737656,12.0,7.0,19.0,False,9.0,0.05194805194805195,0.03080708787078186,0.08275513981883381,False,9.0,True,False,False
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,week1,15.0,9.0,0.0649350649350649,1,True,1,3.5027461753930687,-0.5033123696949268,11,9.0,0.8181818181818182,1,-0.4282354258317544,3.780138001484945,0.9621986199851504,9.0,10.0,19.0,False,9.0,0.06493506493506493,0.016506254068110484,0.08144131900317542,False,10.0,True,False,False
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,week1,21.0,2.0,0.0909090909090909,1,True,0,3.5027461753930687,0.4527762565912302,11,2.0,0.1818181818181818,1,1.2847062774952631,19.018484602089213,0.8098151539791079,2.0,5.0,7.0,False,3.0,0.09090909090909091,0.08304562920962501,0.17395472011871593,False,4.0,True,True,True
Lele Pons,Brandon Armstrong,Social Media Personality,Unknown,Venezuela,27,32,Eliminated Week 7,8,week1,19.0,4.0,0.0822510822510822,1,True,1,3.5027461753930687,-0.8447725933685541,11,4.0,0.3636363636363636,1,0.7137257097195907,33.28199835819166,0.6671800164180834,4.0,3.0,7.0,False,3.0,0.08225108225108226,0.1453283241455584,0.22757940639664065,False,3.0,True,False,False
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,week1,12.0,12.0,0.0519480519480519,1,True,1,3.5027461753930687,1.272280793407936,11,12.0,1.0909090909090908,1,-1.2847062774952631,3.3119656815641,0.966880343184359,12.0,13.0,25.0,True,14.0,0.05194805194805195,0.014461944771139186,0.06640999671919114,True,14.0,True,True,True
Mauricio Umansky,Emma Slater,TV Personality,Unknown,Mexico,53,32,Eliminated Week 6,9,week1,15.0,9.0,0.0649350649350649,1,True,1,3.5027461753930687,0.9308205697343086,11,9.0,0.8181818181818182,1,-0.4282354258317544,2.153053872460786,0.978469461275392,9.0,14.0,23.0,False,11.0,0.06493506493506493,0.009401470059348684,0.07433653499441362,False,11.0,True,False,False
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,week1,17.0,7.0,0.0735930735930736,1,True,1,3.5027461753930687,1.0674046592037596,11,7.0,0.6363636363636364,1,0.1427451419439181,5.823128024102219,0.9417687197589778,7.0,8.0,15.0,False,7.0,0.0735930735930736,0.025427122131310428,0.09902019572438403,False,7.0,True,False,False
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,week1,12.0,12.0,0.0519480519480519,1,True,1,3.5027461753930687,0.8625285249995831,11,12.0,1.0909090909090908,1,-1.2847062774952631,3.530085357558133,0.9646991464244188,12.0,11.0,23.0,False,11.0,0.05194805194805195,0.015414380578455514,0.06736243252650746,False,13.0,True,False,False
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,week1,18.0,5.0,0.0779220779220779,1,True,0,3.5027461753930687,-1.5276930407158091,11,5.0,0.4545454545454545,1,0.4282354258317544,19.22294082074042,0.8077705917925958,5.0,4.0,9.0,False,5.0,0.07792207792207792,0.08393840251301664,0.16186048043509454,False,5.0,True,True,True
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,week2,15.0,10.0,0.0630252100840336,2,True,0,3.6602507970678593,-0.0935601012865737,10,7.5,1.0,2,-0.9036791441564664,46.96489549895988,0.5303510450104012,10.0,10.0,20.0,False,10.0,0.06302521008403361,0.05818288667376493,0.12120809675779853,False,11.0,True,True,True
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,week2,19.0,6.0,0.0798319327731092,2,True,0,3.6602507970678593,0.6576523907954067,10,6.75,0.6,4,0.1891421464513537,66.65050339001594,0.3334949660998406,6.0,6.0,12.0,False,6.0,0.07983193277310924,0.08257058052171255,0.1624025132948218,False,6.0,True,True,True
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,week2,20.0,5.0,0.0840336134453781,2,True,0,3.6602507970678593,-0.0935601012865737,10,3.25,0.5,4,0.4623474691033087,76.5901103271802,0.234098896728198,5.0,4.0,9.0,False,5.0,0.08403361344537816,0.09488435270969929,0.17891796615507743,False,5.0,True,True,True
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,week2,15.0,10.0,0.0630252100840336,2,True,0,3.6602507970678593,1.955201240755191,10,9.0,1.0,2,-0.9036791441564664,53.56916261894889,0.4643083738105112,10.0,9.0,19.0,False,9.0,0.06302521008403361,0.06636464288387088,0.1293898529679045,False,9.0,True,True,True
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,week2,21.0,3.0,0.088235294117647,2,True,0,3.6602507970678593,-0.8447725933685541,10,2.25,0.3,4,0.7355527917552638,84.76005430269178,0.1523994569730822,3.0,1.0,4.0,False,1.0,0.08823529411764706,0.10500576189006736,0.1932410560077144,False,2.0,True,True,True
Harry Jowsey,Rylee Arnold,TV Personality,Unknown,Australia,26,32,Eliminated Week 9,6,week2,15.0,10.0,0.0630252100840336,2,True,0,3.6602507970678593,-0.9130646381032796,10,11.0,1.0,2,-0.9036791441564664,42.83713649396205,0.5716286350603795,10.0,12.0,22.0,False,12.0,0.06302521008403361,0.05306917499927136,0.11609438508330497,False,12.0,True,True,True
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,week2,16.0,9.0,0.0672268907563025,2,True,1,3.6602507970678593,-0.5033123696949268,10,9.0,0.9,2,-0.6304738215045113,46.79728039811364,0.5320271960188636,9.0,11.0,20.0,False,10.0,0.06722689075630252,0.05797523518612211,0.12520212594242464,False,10.0,True,False,False
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,week2,24.0,1.0,0.1008403361344537,2,True,0,3.6602507970678593,0.4527762565912302,10,2.0,0.1,4,1.5551687597111288,73.69937371000404,0.2630062628999596,1.0,5.0,6.0,False,4.0,0.10084033613445378,0.09130313743786742,0.1921434735723212,False,3.0,True,True,True
Lele Pons,Brandon Armstrong,Social Media Personality,Unknown,Venezuela,27,32,Eliminated Week 7,8,week2,21.0,3.0,0.088235294117647,2,True,0,3.6602507970678593,-0.8447725933685541,10,3.5,0.3,2,0.7355527917552638,83.68351384814375,0.1631648615185626,3.0,2.0,5.0,False,3.0,0.08823529411764706,0.1036720799857165,0.19190737410336356,False,4.0,True,True,True
Mauricio Umansky,Emma Slater,TV Personality,Unknown,Mexico,53,32,Eliminated Week 6,9,week2,12.0,13.0,0.0504201680672268,2,True,0,3.6602507970678593,0.9308205697343086,10,11.0,1.3,2,-1.7232951121123312,28.27825696159165,0.7172174303840835,13.0,13.0,26.0,True,13.0,0.05042016806722689,0.03503277506844084,0.08545294313566773,True,13.0,True,False,False
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,week2,18.0,7.0,0.0756302521008403,2,True,0,3.6602507970678593,1.0674046592037596,10,7.0,0.7,2,-0.0840631762006012,63.05979169229885,0.3694020830770115,7.0,7.0,14.0,False,7.0,0.07563025210084033,0.07812219477387113,0.15375244687471146,False,7.0,True,True,True
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,week2,18.0,7.0,0.0756302521008403,2,True,0,3.6602507970678593,0.8625285249995831,10,9.5,0.7,2,-0.0840631762006012,57.40375809859475,0.4259624190140525,7.0,8.0,15.0,False,8.0,0.07563025210084033,0.07111516626653033,0.14674541836737065,False,8.0,True,True,True
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,week2,24.0,1.0,0.1008403361344537,2,True,0,3.6602507970678593,-1.5276930407158091,10,2.0,0.1,4,1.5551687597111288,82.90048016207878,0.1709951983792122,1.0,3.0,4.0,False,1.0,0.10084033613445378,0.1027020116030653,0.20354234773751909,False,1.0,True,True,True
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,week3,22.0,11.0,0.0681114551083591,3,True,0,4.870287154747343,-0.0935601012865737,9,8.666666666666666,1.2222222222222223,3,-1.0095229522296474,50.15968324964332,0.4984031675035668,11.0,11.0,22.0,False,11.0,0.06811145510835913,0.05328258753933765,0.12139404264769678,False,11.0,True,True,True
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,week3,24.0,8.0,0.0743034055727554,3,True,0,4.870287154747343,0.6576523907954067,9,7.0,0.8888888888888888,5,-0.5988695479328419,80.56950226842827,0.1943049773157174,8.0,7.0,15.0,False,7.0,0.07430340557275542,0.08558569910125816,0.15988910467401357,False,7.0,True,True,True
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,week3,34.0,1.0,0.1052631578947368,3,True,0,4.870287154747343,-0.0935601012865737,9,2.8,0.1111111111111111,5,1.4543974735511864,97.61969155786686,0.0238030844213313,1.0,2.0,3.0,False,1.0,0.10526315789473684,0.1036974203985263,0.20896057829326314,False,1.0,True,True,True
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,week3,25.0,7.0,0.0773993808049535,3,True,0,4.870287154747343,1.955201240755191,9,8.333333333333334,0.7777777777777778,3,-0.393542845784439,72.39216876172291,0.2760783123827708,7.0,9.0,16.0,False,8.0,0.07739938080495357,0.07689925093848024,0.1542986317434338,False,8.0,True,True,True
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,week3,32.0,3.0,0.0990712074303405,3,True,0,4.870287154747343,-0.8447725933685541,9,2.4,0.3333333333333333,5,1.043744069254381,97.66019207748144,0.0233980792251858,3.0,1.0,4.0,False,2.0,0.09907120743034056,0.10374044245014119,0.20281164988048175,False,3.0,True,True,True
Harry Jowsey,Rylee Arnold,TV Personality,Unknown,Australia,26,32,Eliminated Week 9,6,week3,24.0,8.0,0.0743034055727554,3,True,0,4.870287154747343,-0.9130646381032796,9,10.0,0.8888888888888888,3,-0.5988695479328419,75.00179117831837,0.2499820882168163,8.0,8.0,16.0,False,8.0,0.07430340557275542,0.07967134649109428,0.1539747520638497,False,9.0,True,True,True
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,week3,34.0,1.0,0.1052631578947368,3,True,0,4.870287154747343,0.4527762565912302,9,1.8,0.1111111111111111,5,1.4543974735511864,97.2472085374807,0.0275279146251929,1.0,3.0,4.0,False,2.0,0.10526315789473684,0.1033017468644279,0.20856490475916473,False,2.0,True,True,True
Lele Pons,Brandon Armstrong,Social Media Personality,Unknown,Venezuela,27,32,Eliminated Week 7,8,week3,27.0,5.0,0.0835913312693498,3,True,0,4.870287154747343,-0.8447725933685541,9,4.0,0.5555555555555556,3,0.0171105585123666,95.2269384087102,0.0477306159128978,5.0,5.0,10.0,False,5.0,0.08359133126934984,0.101155696231421,0.18474702750077082,False,5.0,True,True,True
Mauricio Umansky,Emma Slater,TV Personality,Unknown,Mexico,53,32,Eliminated Week 6,9,week3,23.0,10.0,0.0712074303405572,3,True,0,4.870287154747343,0.9308205697343086,9,10.666666666666666,1.1111111111111112,3,-0.8041962500812446,62.27120961516752,0.3772879038483248,10.0,10.0,20.0,False,10.0,0.07120743034055728,0.06614816846005903,0.13735559880061632,False,10.0,True,True,True
